Threat_ShortTitle,Threat_Category,Threat_Description,Candidate_62443_ID,MappingBasis,RuleClassesHit,62443_ID,IEC_Title,IEC_Description
Emergency Stop Safety Aspects,7aa66497-ce96-4295-b2cc-ef556daf0c13,"{source.Name} may have patient safety related aspects.  Consider whether the following item should be addressed by the RAC [safety risk process]: 1) There are well-known cases in which emergency stop buttons have been disabled due to deliberate tampering.  Recommend including mitigations such as a built-in self-test of emergency shutdown mechanisms or in cases where it would be suitable, a backup e-stop. 2) Accidental or intentional use of {source.Name} can prevent usage of medically necessary equipment.",,NoRule,,,,
Safety Interlock Safety Aspects,7aa66497-ce96-4295-b2cc-ef556daf0c13,{source.Name} may have patient safety related aspects.  Consider whether the following items should be addressed by the RAC [safety risk process]: 1) Physical tampering could result in activating the medical device while an unsafe condition exists 2) Unable to begin medical procedure because the interlock  is reporting inaccurate data.,,NoRule,,,,
PACS Safety Aspects,7aa66497-ce96-4295-b2cc-ef556daf0c13,"Consider whether the following items should be addressed by the RAC [safety risk process]: 1) Tampering with data stored on a PACS could result incorrect medical record content thereby resulting in misdiagnosis, incorrect treatment, etc. Using cryptographic signing to prevent out-of-band tampering with medical data is recommended.  2) Disabling the PACS would be a prime target for an attacker with malicious intent.  A non-functional PACS could prevent clinicians from seeing necessary images in a timely fashion.",,NoRule,,,,
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,CR 2.11 RE (2),Rule(Title/Description),replay_integrity_transit,CR 2.11 RE (2),Protection of time source integrity,2
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,CR 3.1,Rule(Title/Description),replay_integrity_transit,CR 3.1,Communication integrity,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,CR 3.4,Rule(Title/Description),replay_integrity_transit,CR 3.4,Software and information integrity,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,CR 3.4 RE (2),Rule(Title/Description),replay_integrity_transit,CR 3.4 RE (2),Automated notification of integrity violations,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,CR 3.8,Rule(Title/Description),replay_integrity_transit,CR 3.8,Session integrity,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,CR 7.3 RE (1),Rule(Title/Description),replay_integrity_transit,CR 7.3 RE (1),Backup integrity verification,7
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,EDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,EDR 3.10 RE (1),Update authenticity and integrity,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,EDR 3.14,Rule(Title/Description),replay_integrity_transit,EDR 3.14,Integrity of the boot process,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,FR 3,Rule(Title/Description),replay_integrity_transit,FR 3,System integrity (SI),3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,HDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,HDR 3.10 RE (1),Update authenticity and integrity,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,HDR 3.14,Rule(Title/Description),replay_integrity_transit,HDR 3.14,Integrity of the boot process,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,NDR 3.10 RE (1),Rule(Title/Description),replay_integrity_transit,NDR 3.10 RE (1),Update authenticity and integrity,3
Integrity of data transmitted from {source.Name} to {target.Name},7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]:  Malicious tampering with PHI sent between the {source.Name} and {target.Name} could lead to misdiagnosis or other inappropriate medical actions.   Recommend using a data flow type that will to ensure the integrity of the data transmitted.,NDR 3.14,Rule(Title/Description),replay_integrity_transit,NDR 3.14,Integrity of the boot process,3
DICOM tampering safety,7aa66497-ce96-4295-b2cc-ef556daf0c13,Consider whether the following item should be addressed by the RAC [safety risk process]: Using unencrypted DICOM would make it possible for an attacker to tamper with images to reverse Right and Left or otherwise modify the image to intentionally bring harm to patients.,,NoRule,,,,
Repudiation (v3),R,Threat was migrated from V3.,CR 2.8,CategoryFallback,,CR 2.8,Auditable events,2
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
Lower Trusted Subject Updates Logs,R,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
Data Logs from an Unknown Source,R,Do you accept logs from unknown or weakly authenticated users or systems? Identify and authenticate the source of the logs before accepting them.,CR 2.8,CategoryFallback,,CR 2.8,Auditable events,2
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
Insufficient Auditing,R,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
Potential Weak Protections for Audit Data,R,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
Potential Data Repudiation by {target.Name},R,"{target.Name} claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
External Entity {target.Name} Potentially Denies Receiving Data,R,"{target.Name} claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
Data Store Denies {target.Name} Potentially Writing Data,R,"{target.Name} claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 2.9 RE (1),Rule(Title/Description),logging_repudiation,CR 2.9 RE (1),Warn when audit record storage capacity threshold reached,2
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 3.9,Rule(Title/Description),logging_repudiation,CR 3.9,Protection of audit information,3
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 3.9 RE (1),Rule(Title/Description),logging_repudiation,CR 3.9 RE (1),Audit records on write-once media,3
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 6.1,Rule(Title/Description),logging_repudiation,CR 6.1,Audit log accessibility,6
{target.Name} - Repudiation,R,"Because the {target.Name} is a potentially sensitive medical component, activity logging is strongly recommended for accountability and forensic reasons.",CR 6.1 RE (1),Rule(Title/Description),logging_repudiation,CR 6.1 RE (1),Programmatic access to audit logs,6
{source.Name} - Outgoing Auditing,R,"Because the {source.Name} sends data to another zone of trust, logging is a necessity for accountability and forensic reasons.",CR 2.10,Rule(Title/Description),logging_repudiation,CR 2.10,Response to audit processing failures,2
{source.Name} - Outgoing Auditing,R,"Because the {source.Name} sends data to another zone of trust, logging is a necessity for accountability and forensic reasons.",CR 2.12,Rule(Title/Description),logging_repudiation,CR 2.12,Non-repudiation,2
{source.Name} - Outgoing Auditing,R,"Because the {source.Name} sends data to another zone of trust, logging is a necessity for accountability and forensic reasons.",CR 2.12 RE (1),Rule(Title/Description),logging_repudiation,CR 2.12 RE (1),Non-repudiation for all users,2
{source.Name} - Outgoing Auditing,R,"Because the {source.Name} sends data to another zone of trust, logging is a necessity for accountability and forensic reasons.",CR 2.8,Rule(Title/Description),logging_repudiation,CR 2.8,Auditable events,2
{source.Name} - Outgoing Auditing,R,"Because the {source.Name} sends data to another zone of trust, logging is a necessity for accountability and forensic reasons.",CR 2.9,Rule(Title/Description),logging_repudiation,CR 2.9,Audit storage capacity,2
